text_segment,articles,compliance
"This includes investigating, detecting and preventing or reporting fraud, misrepresentations, security breaches or incidents, other potentially prohibited or illegal activities or to otherwise help protect your account.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Protecting our and third parties rights and property and enforcing our Terms of Service or other applicable agreements or policies, including our Community Guidelines and Honor Code.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"In some cases, we may need to verify your identity in order to protect the security and integrity of the Service and your account.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Enforce our Terms of Service, including investigation of potential violations.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Detect, prevent, or otherwise address fraud, security or technical issues.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Protect against and prevent harm to the rights, property or safety of Quizlet, our users or the public as required or permitted by law.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We design our systems to protect information from accidental or malicious destruction, so to ensure a safe and thorough removal process, we may not immediately delete residual copies from our active servers and may not remove some information from our backup systems.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"In addition, things like routine maintenance, unexpected outages, bugs, or failures in our protocols may cause delays in our standard processes and timeframes, however we maintain systems designed to detect and remediate such issues.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"The security of your personal information is important to us and Quizlet takes all measures reasonably necessary to protect against the unauthorized access, use, alteration or destruction of personal information.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We follow generally accepted industry standards to protect the personal information submitted to us, both during transmission and once we receive it.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"For example, our website and apps are protected by HTTPS encryption and when you enter credit card information on our order forms, that information is encrypted and protected by our third-party payment providers.",Article 46 - Transfers subject to appropriate safeguards ,compliant
We also maintain a robust security program including third-party testing and a bug bounty program.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"To protect your personal information from unauthorized access and use, we use security measures that comply with federal law.",Article 46 - Transfers subject to appropriate safeguards ,compliant
These measures include computer safeguards and secured files and buildings.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We implement appropriate technical and organizational measures to help protect the security of your personal data however, please note that no system is ever completely secure.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We have implemented various policies including pseudonymization, encryption, access, and retention policies to guard against unauthorised access and unnecessary retention of personal data in our systems.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Your password protects your user account, so we encourage you to use a unique and strong password, limit access to your computer and browser, and log out after having used the Spotify Service.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"In such instances Spotify shall ensure that the transfer of your personal data is carried out in accordance with applicable privacy laws and in particular that appropriate contractual, technical, and organizational measures are in place such as the Standard Contractual Clauses approved by the EU Commission.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We have implemented security measures we consider reasonable and appropriate to protect against the loss, misuse and alteration of the information under our control.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"At Our Site You can be assured that Your Personally Identifiable Information is secure, consistent with current industry standards.",Article 46 - Transfers subject to appropriate safeguards ,compliant
The importance of security for all Personally Identifiable Information associated with Our user is of utmost concern to Us.,Article 46 - Transfers subject to appropriate safeguards ,compliant
Your Personally Identifiable Information resides on a secure server that only selected Definition.org personnel and contractors have access to via password.,Article 46 - Transfers subject to appropriate safeguards ,compliant
We encrypt Your Personally Identifiable Information and thereby prevent unauthorized parties from viewing such information when it is transmitted to Us.,Article 46 - Transfers subject to appropriate safeguards ,compliant
Personal information that You provide that is not Personally Identifiable Information also resides on a secure server and is only accessible via password.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"As a result, while We strive to protect Your Personally Identifiable Information, You acknowledge that: (a) there are security and privacy limitations of the Internet which are beyond Our control (b) the security, integrity and privacy of any and all information and data exchanged between You and Us through this Site cannot be guaranteed and (c) any such information and data may be viewed or tampered with in transit by a third party.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Keeping your information safe:Â  Bleacher Report cares about the security of your information, and uses commercially reasonable safeguards to preserve the integrity and security of all information collected through the Service.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"To protect your privacy and security, we take reasonable steps (such as requesting a unique password) to verify your identity before granting you access to your account.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Sponsor may also disclose user information whenever we believe disclosure is necessary to limit our legal liability, to protect or defend our rights or property or protect the safety, rights or property of our users.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Sponsor takes steps to secure the data you submit to us, including limiting the number of people who have physical access to our user data.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Detect and prevent fraud, spam, abuse, security matters, and any other harmful activity.",Article 46 - Transfers subject to appropriate safeguards ,compliant
Conduct risk assessments and security investigations.,Article 46 - Transfers subject to appropriate safeguards ,compliant
Verify or authenticate information or identifications provided by you,Article 46 - Transfers subject to appropriate safeguards ,compliant
"service providers may help us: (i) conduct background or police checks, fraud prevention, and risk assessment, (ii) allow the provision of the Services through third party platforms and software tools",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Occasionally we may need to manually review some communications, such as for fraud investigations and customer support, or to assess and improve the functionality of these automated tools.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"These activities are carried out based on our legitimate interest in ensuring compliance with applicable laws and our Terms and Conditions, preventing fraud, promoting safety, and improving and ensuring the adequate performance of the Services.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Where we transfer store, and process your personal information outside of the EEA we have ensured security measures to assure an adequate level of data protection.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We are permanently implementing and updating administrative, technical, and physical security measures to protect your information against unauthorized access, loss, destruction, or alteration.",Article 46 - Transfers subject to appropriate safeguards ,compliant
Limited access to the production database at the network level,Article 46 - Transfers subject to appropriate safeguards ,compliant
Limited access to the production database at the process/users level,Article 46 - Transfers subject to appropriate safeguards ,compliant
DDoS protection,Article 46 - Transfers subject to appropriate safeguards ,compliant
Data transfer encryption,Article 46 - Transfers subject to appropriate safeguards ,compliant
Data encryption in the database (for card data and authentication credentials),Article 46 - Transfers subject to appropriate safeguards ,compliant
WAF (Web Application Firewall),Article 46 - Transfers subject to appropriate safeguards ,compliant
Internal password change policies,Article 46 - Transfers subject to appropriate safeguards ,compliant
Antiviruses on admins workstations,Article 46 - Transfers subject to appropriate safeguards ,compliant
"If you submit personal information to us, or to any third party acting on our behalf (a Service Provider"")",Article 46 - Transfers subject to appropriate safeguards ,compliant
"In addition, subject to limitations as provided for by applicable data protection legislation you have the right to request the erasure of your personal data or the restriction of its processing, or the transfer of your personal data to another data controller.",Article 46 - Transfers subject to appropriate safeguards ,compliant
Among our top priorities is keeping your Personal Information secure.,Article 46 - Transfers subject to appropriate safeguards ,compliant
We use Secure Sockets Layer (SSL) technology to encrypt all of your Personal Information before it is transmitted to us so that it can be safeguarded as much as possible from being read or recorded as it travels over the Internet.,Article 46 - Transfers subject to appropriate safeguards ,compliant
The computers that store your Personal Information are located in a separate facility which employs firewall and security technology.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We employ these procedures to protect your Personal Information from unauthorized access, destruction, use, modification or disclosure.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We will use commercially reasonable efforts to hold and transmit your Personal Information in a safe, confidential and secure environment.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Each of our partners must agree to implement and maintain reasonable security procedures and practices appropriate to the nature of your Personal Information in order to protect your Personal Information from unauthorized access, destruction, use, modification or disclosure.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"When Zillow has a good faith belief that access, use, preservation or disclosure of the personal information is reasonably necessary to (a) satisfy any requirement of law, regulation, legal process, or enforceable governmental request, (b) enforce or investigate a potential violation of the Terms of Use, (c) detect, prevent, or otherwise respond to fraud, security or technical concerns, or (d) protect the rights, property, or safety of Zillow, its users, or the public against harm.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Zillow has taken reasonable steps to protect the information users share with us, including, but not limited to, setup of processes, equipment and software to avoid unauthorized access or disclosure of this information.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We have adopted commercially reasonable technical, administrative, and physical procedures to help protect your information from loss, misuse, unauthorized access, and alteration.",Article 46 - Transfers subject to appropriate safeguards ,compliant
We want you to feel confident using CBS Interactive Web Sites but we cannot ensure or warrant the security of any information you transmit to us.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We follow generally accepted standards to protect the personal information submitted to us, both during transmission and once it is received, and take various precautions to protect information from loss and misuse.",Article 46 - Transfers subject to appropriate safeguards ,compliant
We will ensure that such third parties have contractual obligations to protect this Personal Information and to not use it for unrelated purposes.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We have implemented reasonable administrative, technical, and physical security measures to protect your Personal Information against the unauthorized access, destruction or alteration of your information.",Article 46 - Transfers subject to appropriate safeguards ,compliant
Security: Business Insider uses all reasonable means to safeguard data against unauthorized use and theft.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"Other third parties to comply with legal requirements such as the demands of applicable subpoenas and court orders to verify or enforce our terms of use, our other rights, or other applicable policies to address fraud, security or technical issues to respond to an emergency or otherwise to protect the rights, property or security of our customers or third parties.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We use reasonable physical, electronic, and procedural safeguards that comply with federal standards to protect and limit access to personal information.",Article 46 - Transfers subject to appropriate safeguards ,compliant
This includes device safeguards and secured files and buildings.,Article 46 - Transfers subject to appropriate safeguards ,compliant
Please note that information you send to us electronically may not be secure when it is transmitted to us.,Article 46 - Transfers subject to appropriate safeguards ,compliant
We are committed to protecting your information.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We have adopted commercially reasonable technical, administrative, and physical procedures to help protect your information from loss, misuse, unauthorized access, and alteration.",Article 46 - Transfers subject to appropriate safeguards ,compliant
We want you to feel confident using CBS Interactive Web Sites but we cannot ensure or warrant the security of any information you transmit to us.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"Multiply uses reasonable organizational, technical and administrative measures to protect Personal Information under Multiply control.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"For transfers from the EEA to countries not considered adequate, we have put in place adequate measures, such as standard contractual clauses adopted by the EC to protect your Personal Information.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"If you use our subscription service, we work to protect the security of your subscription information during transmission by using Secure Sockets Layer (SSL) software, which encrypts information you input.",Article 46 - Transfers subject to appropriate safeguards ,compliant
It is important for you to protect against unauthorized access to your password and to your computer.,Article 46 - Transfers subject to appropriate safeguards ,compliant
to demonstrate our commitment to respecting the privacy of visitors to our Site and providing an appropriate level of protection and management of their personal information,Article 46 - Transfers subject to appropriate safeguards ,compliant
When your data is transferred outside the EEA we take steps to make sure it has the same level of protection as it would have in the EEA.,Article 46 - Transfers subject to appropriate safeguards ,compliant
Our agreements with third parties make clear the standards we expect of them in order to safeguard your information and your legal rights.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We take steps to safeguard your information by putting in place appropriate security measures to prevent personal data from being accidentally lost, used, accessed in an unauthorized way, altered or disclosed.",Article 46 - Transfers subject to appropriate safeguards ,compliant
They are subject to a duty of confidentiality and we require them to process your personal data only in accordance with our instructions.,Article 46 - Transfers subject to appropriate safeguards ,compliant
And we will do our best to protect it!,Article 46 - Transfers subject to appropriate safeguards ,compliant
The privacy of our members is a top priority.,Article 46 - Transfers subject to appropriate safeguards ,compliant
we use state of the art firewalls and database protection equipment and software.,Article 46 - Transfers subject to appropriate safeguards ,compliant
Password-protection Your Goodreads profile is password-protected so that you are the only member who has access to this information.,Article 46 - Transfers subject to appropriate safeguards ,compliant
Lowes will use all reasonable endeavours to maintain the security of your personal information.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"Due to the nature of the Internet, we do not however guarantee or warranty the security of your personal information during transmission to us or storage by us.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Where we may be transferring personal information overseas, we will take reasonable steps to ensure the overseas entity protects the personal information to the same level as required by this Privacy Policy.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"If we share such Personal Information it will be in hashed, non-human readable form for security purposes only.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Privy takes reasonable steps to protect the Personal Information provided via the Services from loss, misuse, and unauthorized access, disclosure, alteration, or destruction.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"On or before the time that Data has reached the retention limits described in Section 4, Whitepages takes all commercially reasonable efforts to securely dispose of the Data in accordance with its information security policies and procedures.",Article 46 - Transfers subject to appropriate safeguards ,compliant
Whitepages implements reasonable security measures to secure Data.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We employ physical, electronic, and managerial measures to safeguard the information we collect online.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"However, no company can fully eliminate security risks, so we cannot make guarantees about any part of our services.",Article 46 - Transfers subject to appropriate safeguards ,compliant
Security: We will protect the data you entrust to us through strong security and encryption.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"At Capital One, we make your safety and security a top priority and are committed to protecting your personal and financial information.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"If we collect identifying information from you, we will protect that information with controls based upon internationally recognized security standards, regulations, and industry-based best practices.",Article 46 - Transfers subject to appropriate safeguards ,compliant
Capital One maintains customer authentication procedures to protect your personal information and account from identity theft.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We follow generally accepted standards to protect the personal information submitted to us, both during transmission and once it is received, and take various precautions to protect information from loss and misuse.",Article 46 - Transfers subject to appropriate safeguards ,compliant
Work with law enforcement and keep Pinterest safe.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"For all transfers of your information from the EEA to the US, Pinterest is certified under Privacy Shield and follows its principles.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Where we share information we receive under Privacy Shield with third parties, we're responsible for making sure those third parties also comply with Privacy Shield, unless we can prove we're not responsible for the damaging event.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Where we transfer information from the EEA to a country that doesn't provide an adequate level of protection, we only do so under appropriate safeguards to protect your information, like standard contractual clauses, or Privacy Shield certification.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"This includes information that can identify you (personal information"")",Article 46 - Transfers subject to appropriate safeguards ,compliant
We will transfer personal information only to countries to which we are permitted by law to transfer personal information and we will continue to ensure that your personal information is appropriately safeguarded.,Article 46 - Transfers subject to appropriate safeguards ,compliant
Stack Overflow is committed to the safety and security of your personal data and the information that you share with us and with the public.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"we consider it necessary to pursue these legitimate interests in order to keep our community, you and your information safe from spam, harassment, intellectual property infringement, identity theft, and the scraping and unlawful collection of your information.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"If we transfer any personal information in pursuing such a business transaction, we will always ensure that strict confidentiality measures are in place to protect your privacy interests.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"The European Commission has adopted standard contractual clauses, which provide safeguards to protect the transfer of personal information outside of the European Union.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Stack Overflow follows generally accepted standards to protect your personal information when processing, transferring, and storing your personal information including Transport Layer Security by restricting your personal data ",Article 46 - Transfers subject to appropriate safeguards ,compliant
"The Data Controller processes the Data of Users in a proper manner and shall take appropriate security measures to prevent unauthorized access, disclosure, modification, or unauthorized destruction of the Data.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Where permitted by local data protection laws, we will disclose PII when required by law or under the good-faith belief that such disclosure is necessary in order to conform to applicable law to protect the property or interests of DeviantArt, its agents and employees, personal safety, or the public.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Our parent company, Wix.com Ltd. is based in Israel, which is considered by the European Commission to be offering an adequate level of protection for the Personal Information of EU Member State residents.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We have implemented security measures designed to protect the PII you share with us, including physical, electronic and procedural measures.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Among other things, we offer HTTPS secure access to most areas on our Services the transmission of sensitive payment information through our designated purchase forms is protected by an industry standard SSL/TLS encrypted connection and we regularly maintain a PCI DSS (Payment Card Industry Data Security Standards) certification.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We also regularly monitor our systems for possible vulnerabilities and attacks, and regularly seek new ways and Third Party Services for further enhancing the security of our Services and protection of our Visitors and Users privacy.",Article 46 - Transfers subject to appropriate safeguards ,compliant
We will take steps reasonably necessary to help secure your information and to treat your information that we have collected in accordance with this Privacy Policy.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We take reasonable measures to help protect information about you from loss, theft, misuse and unauthorized access, disclosure, alteration and destruction.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Although Southwest uses reasonable efforts to help protect your information, transmission via the Internet is not completely secure and Southwest cannot guarantee the security of your information collected through our Service.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We have adopted commercially reasonable technical, administrative, and physical procedures to help protect your information from loss, misuse, unauthorized access, and alteration.",Article 46 - Transfers subject to appropriate safeguards ,compliant
We want you to feel confident using CBS Interactive Web Sites but we cannot ensure or warrant the security of any information you transmit to us.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We use reasonable security measures to store and maintain personally identifying information so as to protect it from loss, misuse, alteration or destruction by unauthorized parties while it is under our control.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Comcast uses industry standard approaches to securely store, control access to, and make appropriate use of Your Data, and we require our contractors and other providers to do so as well.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We have implemented administrative, technical, and physical security measures to protect against the loss, misuse, and/or alteration of your information.",Article 46 - Transfers subject to appropriate safeguards ,compliant
These safeguards vary based on the sensitivity of the information that we collect and store.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We have put in place technical, physical, and administrative safeguards to protect the Personal Information that we collect.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"When you enter Personal Information (including personal health information in various tools on our website), we encrypt the transmission of that information or use SSL connections (Secure Socket Layer) technology.",Article 46 - Transfers subject to appropriate safeguards ,compliant
The parent or guardian assumes full responsibility for ensuring that the registration information is kept secure and that the information submitted is accurate.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We maintain procedural, technical and physical safeguards for the Services to help protect against loss, misuse or           unauthorized access, disclosure, alteration or destruction of the Personally Identifiable Information you provide           via the Services.",Article 46 - Transfers subject to appropriate safeguards ,compliant
Before transferring your information in this way we will take steps to ensure that suitable safeguards             are put in place aimed at ensuring an appropriate level of protection applies to your information.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"To protect your personal information from unauthorized access and use, we use security measures that comply with federal law.",Article 46 - Transfers subject to appropriate safeguards ,compliant
These measures include computer safeguards and secured files and buildings.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"The Site incorporates physical, electronic, and administrative procedures to safeguard the confidentiality of your personal information, including Secure Sockets Layer for all financial transactions through the Site.",Article 46 - Transfers subject to appropriate safeguards ,compliant
Access to your personal information is restricted.,Article 46 - Transfers subject to appropriate safeguards ,compliant
Only employees who need access to your personal information to perform a specific job are granted access to your personal information.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"While we use industry-standard precautions to safeguard your personal information, we cannot guarantee complete security.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"To protect your personal information from unauthorized access and use, we use security measures that comply with federal law.",Article 46 - Transfers subject to appropriate safeguards ,compliant
These measures include computer safeguards and secured files and buildings.,Article 46 - Transfers subject to appropriate safeguards ,compliant
with our  Vendors to provide services for us and who are required to protect the  Personal Information ,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We maintain reasonable security procedures to help protect against loss, misuse, unauthorized access, disclosure, alteration or destruction of the information you provide to us.",Article 46 - Transfers subject to appropriate safeguards ,compliant
Any such transfers will comply with safeguards as required by relevant law.,Article 46 - Transfers subject to appropriate safeguards ,compliant
We do not directly collect or store credit or debit card numbers ourselves in the ordinary course of processing transactions.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"Protecting your information: Where appropriate, we may anonymize, backup, and delete certain data.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Unless you expressly agree, we will not share your data with our parent or any affiliate for other purposes, such as direct marketing.",Article 46 - Transfers subject to appropriate safeguards ,compliant
We use reasonable efforts to vet vendors for their privacy and data security practices.,Article 46 - Transfers subject to appropriate safeguards ,compliant
We require that such vendors agree to protect the data we share.,Article 46 - Transfers subject to appropriate safeguards ,compliant
We handle U.S. requests in accordance with U.S. law.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"If the request originates from a foreign jurisdiction, we will typically disclose information where we in good faith believe that disclosure is permitted by both U.S. law and local law.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"In such case, we will use reasonable efforts to require the acquiring entity to comply with this Privacy Policy.",Article 46 - Transfers subject to appropriate safeguards ,compliant
Protecting Your Information,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We use physical, technical, and organizational security measures to safeguard your data from unauthorized or accidental disclosure.",Article 46 - Transfers subject to appropriate safeguards ,compliant
Data Security,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We use commercially reasonable administrative, technical, personnel, and physical security measures designed to safeguard information about you in our possession against loss, theft and unauthorized use, disclosure or modification.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We may employ independent contractors, vendors and suppliers (collectively, Outside Contractors"") to provide specific services and products related to The Hill and the Site",Article 46 - Transfers subject to appropriate safeguards ,compliant
Our Commitment to Data Security,Article 46 - Transfers subject to appropriate safeguards ,compliant
"The Hill takes every effort to protect against unauthorized access to your personal information, and has put in place commercially reasonable physical, electronic, and managerial procedures to safeguard and secure the information we collect on the Site.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Privy takes reasonable steps to protect the Personal Information provided via the Services from loss, misuse, and unauthorized access, disclosure, alteration, or destruction.",Article 46 - Transfers subject to appropriate safeguards ,compliant
We require our service providers to keep your personal information secure.,Article 46 - Transfers subject to appropriate safeguards ,compliant
We do not allow our service providers to use or share your personal information for any purpose other than providing services on our behalf.,Article 46 - Transfers subject to appropriate safeguards ,compliant
We will use reasonable measures to help ensure that any successor treats your information in accordance with this Policy.,Article 46 - Transfers subject to appropriate safeguards ,compliant
How Do We Secure Your Personal Information?,Article 46 - Transfers subject to appropriate safeguards ,compliant
We recognize the importance of maintaining the security of our members personal information.,Article 46 - Transfers subject to appropriate safeguards ,compliant
"We use reasonable security measures, including physical, administrative, and technical safeguards to protect your personal information.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"Whether you are shopping on our websites, through our mobile services, or in our Clubs, we use reasonable security measures, including physical, administrative, and technical safeguards.",Article 46 - Transfers subject to appropriate safeguards ,compliant
"These measures may include security access controls or other physical security safeguards, information security technologies and policies, procedures to help ensure the appropriate disposal of information, and training programs.",Article 46 - Transfers subject to appropriate safeguards ,compliant
